云南省,大理白族自治州,云龙县,25.96319,99.3457
黑龙江省,黑河市,嫩江县,49.34575,125.9677
湖北省,孝感市,安陆市,31.31822,113.65348
云南省,大理白族自治州,漾濞彝族自治县,25.64888,99.89682
吉林省,四平市,梨树县,43.38389,124.44722
广东省,茂名市,信宜市,22.48982,111.04284
安徽省,宣城市,绩溪县,30.15238,118.67569
山西省,临汾市,尧都区,36.12249,111.49538
吉林省,白城市,大安市,45.41972,123.76167
浙江省,宁波市,海曙区,29.85,121.54667
四川省,乐山市,井研县,29.62024,104.05196
河北省,邢台市,清河县,37.072,115.66
四川省,四川省,达县,31.11631,107.36631
四川省,凉山彝族自治州,布拖县,27.61826,102.76471
湖南省,湘西土家族苗族自治州,龙山县,29.46039,109.43537
河北省,廊坊市,文安县,38.86,116.46
河北省,秦皇岛市,抚宁县,39.98496,119.38562
湖南省,永州市,新田县,25.89139,112.19139
甘肃省,定西市,漳县,34.70616,104.29047
新疆维吾尔自治区,新疆维吾尔自治区,阿图什市,39.66736,76.16805
云南省,红河哈尼族彝族自治州,屏边苗族自治县,23.09035,103.8072
河南省,商丘市,民权县,34.68746,115.16904
四川省,宜宾市,江安县,28.69019,105.10617
吉林省,四平市,铁西区,43.15519,124.36098
广东省,韶关市,新丰县,24.05772,114.15302
河北省,沧州市,运河区,38.31167,116.85
海南省,海南省,昌江黎族自治县,19.19436,109.04275
重庆市,重庆市,南川市,29.14522,107.15355
新疆维吾尔自治区,喀什地区,英吉沙镇,38.92213,76.1668
新疆维吾尔自治区,新疆维吾尔自治区,阿克陶县,39.08333,75.98333
山东省,烟台市,芝罘区,37.51687,121.35259
辽宁省,鞍山市,立山区,41.14167,123.01722
河北省,保定市,安新县,38.91667,115.93333
安徽省,滁州市,琅琊区,32.287,118.29807
四川省,遂宁市,蓬溪县,30.7271,105.6477
广西壮族自治区,钦州市,钦州市,21.95,108.61667
云南省,玉溪市,华宁县,24.26404,103.01806
新疆维吾尔自治区,阿勒泰地区,富蘊縣,46.9922,89.52518
四川省,成都市,龙泉驿区,30.55048,104.26956
四川省,乐山市,沐川县,29.03139,103.76401
广东省,江门市,鹤山市,22.66376,112.80011
陝西省,咸阳市,永寿县,34.81389,108.16833
江苏省,南京市,高淳县,31.33527,118.96277
湖南省,衡阳市,常宁市,26.96461,112.61168
贵州省,黔西南布依族苗族自治州,册亨县,24.96433,105.7943
山东省,德州市,武城县,37.21724,116.08287
新疆维吾尔自治区,乌鲁木齐市,沙依巴克區,43.80121,87.58541
河北省,邢台市,临西县,36.86667,115.53333
甘肃省,临夏回族自治州,临夏市,35.58234,103.20548
江苏省,淮安市,盱眙县,32.91963,118.54769
黑龙江省,黑龙江省,永红区,46.82462,130.39947
山西省,山西省,长治郊区,36.19191,113.107
北京市,北京市,通州区,39.80881,116.72402
贵州省,遵义市,绥阳县,28.09506,107.23238
甘肃省,酒泉市,玉门市,40.19619,97.45453
湖南省,娄底市,新化县,27.83896,111.28338
湖北省,十堰市,竹山县,32.31647,110.15638
四川省,凉山彝族自治州,喜德县,28.19538,102.32121
河南省,商丘市,睢阳区,34.38576,115.61945
湖北省,黄冈市,武穴市,30.02411,115.62743
云南省,怒江傈僳族自治州,贡山独龙族怒族自治县,27.84166,98.67004
内蒙古自治区,锡林郭勒盟,阿巴嘎旗,44.16333,114.88161
湖北省,黄冈市,蕲春县,30.45412,115.64703
福建省,南平市,顺昌县,26.88664,117.88096
广东省,汕头市,南澳县,23.43066,117.04015
河北省,石家庄市,裕华区,38,114.53611
宁夏回族自治区,石嘴山市,大武口区,39.08357,106.30722
内蒙古自治区,锡林郭勒盟,正镶白旗,42.53226,114.99251
四川省,宜宾市,高县,28.50036,104.51667
四川省,绵阳市,江油市,31.89905,104.86212
广东省,惠州市,博罗县,23.37927,114.2847
西藏自治区,那曲地区,安多县,32.32257,91.22713
甘肃省,张掖市,肃南裕固族自治县,39.05405,99.09189
湖南省,岳阳市,临湘市,29.49503,113.54174
甘肃省,天水市,武山县,34.6369,104.8849
陝西省,榆林市,米脂县,37.83417,110.19
贵州省,铜仁地区,印江土家族苗族自治县,27.88784,108.46203
山东省,威海市,环翠区,37.38361,122.12
安徽省,滁州市,凤阳县,32.7777,117.6071
新疆维吾尔自治区,阿勒泰地区,布尔津县,48.3672,87.23694
河北省,邯郸市,鸡泽县,36.9,114.86667
