2000-01-06 00:00:04,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-06 00:00:20,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-05 23:59:38,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-05 23:59:53,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-06 00:00:08,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-06 00:00:23,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-06 00:00:38,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-06 00:00:53,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-06 00:01:08,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-06 00:01:23,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-06 00:01:38,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-06 00:01:53,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-06 00:02:08,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-06 00:02:23,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-06 00:02:38,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-06 00:02:53,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-06 06:53:38,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-06 06:53:46,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-06 06:54:01,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-06 06:54:16,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-05 06:54:27,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-05 06:54:31,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-05 23:59:37,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-05 23:59:38,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-05 23:59:53,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-05 23:59:38,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-05 23:59:53,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-05 07:00:37,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-05 07:00:48,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-05 07:01:03,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-05 07:01:18,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-05 07:01:33,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2000-01-05 07:01:48,No-Fixed,24.228731155395508,120.68870544433594,134,0,0,9999,0
2022-10-26 07:02:00,No-Fixed,24.487213134765625,120.68211364746094,97,10,223,90,10
2022-10-26 07:02:03,3D,24.48654556274414,120.68172454833984,112,24,196,72,15
2022-10-26 07:04:49,3D,24.452640533447266,120.68492889404297,209,27,169,69,14
2022-10-26 07:05:05,3D,24.449010848999023,120.68569946289062,235,26,168,65,16
2022-10-26 07:07:52,3D,24.407434463500977,120.68666076660156,159,25,164,79,12
2022-10-26 07:08:07,3D,24.404335021972656,120.6875,177,23,178,73,14
2022-10-26 07:10:53,3D,24.365406036376953,120.6959228515625,176,27,162,90,11
2022-10-26 07:11:09,3D,24.361984252929688,120.69776153564453,186,27,143,88,11
2022-10-26 07:13:55,3D,24.32707405090332,120.71361541748047,199,25,184,71,15
2022-10-26 07:14:11,3D,24.32373809814453,120.713623046875,203,21,167,71,15
2022-10-26 07:16:57,3D,24.287052154541016,120.70513916015625,190,24,201,76,14
2022-10-26 07:17:13,3D,24.28340721130371,120.70378112792969,199,25,198,75,14
2022-10-26 07:19:59,3D,24.248533248901367,120.6921615600586,185,24,183,76,15
2022-10-26 07:20:14,3D,24.24545669555664,120.69096374511719,173,27,197,74,15
2022-10-26 07:23:02,3D,24.22877311706543,120.68872833251953,187,0,124,177,7
2022-10-26 07:23:17,3D,24.228771209716797,120.6887435913086,186,0,124,89,12
2022-10-26 07:26:03,No-Fixed,24.22876739501953,120.6885986328125,186,0,265,218,4
2022-10-26 07:26:18,3D,24.22873878479004,120.68867492675781,185,0,265,198,5
2022-10-26 07:29:04,No-Fixed,24.227895736694336,120.68863677978516,182,0,214,480,3
2022-10-26 07:29:19,3D,24.228620529174805,120.68795013427734,116,0,267,222,4
2022-10-26 07:32:06,No-Fixed,24.22881507873535,120.68888854980469,185,0,124,267,3
2022-10-26 07:32:21,3D,24.22885513305664,120.68896484375,185,0,250,129,6
2022-10-26 07:35:08,No-Fixed,24.228788375854492,120.68795013427734,173,0,0,280,4
2022-10-26 07:35:24,No-Fixed,24.228443145751953,120.68928527832031,315,0,190,192,5
2022-10-26 07:35:29,3D,24.228546142578125,120.68893432617188,252,0,227,204,5
2022-10-26 07:38:15,No-Fixed,24.228822708129883,120.6888427734375,186,0,235,9999,2
2022-10-26 07:38:30,No-Fixed,24.22873878479004,120.68876647949219,187,0,235,9999,1
2022-10-26 07:41:17,No-Fixed,24.228740692138672,120.6887435913086,186,0,0,9999,2
